"location","gender","country","country_total"
광진구,남,리  비  아,0
광진구,남,덴  마  크,1
광진구,남,르  완  다,3
광진구,남,핀  란  드,2
광진구,남,그  리  스,0
광진구,남,벨 로 루 시,0
광진구,남,오스트리아,4
광진구,남,콩고민주공화국,2
광진구,남,탄 자 니 아,3
광진구,남,알  제  리,0
광진구,남,기      니,0
광진구,남,코트디부아르,0
광진구,남,말      리,0
광진구,남,튀  니  지,0
광진구,남,헝  가  리,3
광진구,남,아제르바이잔,0
광진구,남,이 스 라 엘,1
광진구,남,베네수엘라,0
광진구,남,칠      레,0
광진구,남,불 가 리 아,1
광진구,남,체      코,0
광진구,남,앙  골  라,0
광진구,남,아르헨티나,0
광진구,남,포 르 투 갈,1
광진구,남,(마  카  오),0
광진구,남,투르크메니스탄,1
광진구,남,감  비  아,0
광진구,남,잠  비  아,1
광진구,남,쿠 웨 이 트,0
광진구,남,과 테 말 라,0
광진구,남,부  룬  디,0
광진구,남,짐 바 브 웨,1
광진구,남,크로아티아,0
광진구,남,아르메니아,0
광진구,남,리투아니아,0
광진구,남,파 라 과 이,0
광진구,남,브 루 나 이,0
광진구,남,세르비아,0
광진구,남,볼 리 비 아,0
광진구,남,도미니카공화국,1
광진구,남,엘살바도르,0
광진구,남,오      만,0
광진구,남,가      봉,0
광진구,남,코스타리카,0
광진구,남,파  나  마,0
광진구,남,슬로바키아,0
광진구,남,팔레스타인,1
광진구,남,피      지,0
광진구,남,온 두 라 스,0
광진구,남,몰  도  바,0
광진구,남,부르키나파소,0
광진구,남,조 지 아,0
광진구,남,슬로베니아,1
광진구,남,시에라리온,2
광진구,남,자 메 이 카,0
광진구,남,모 잠 비 크,0
광진구,남,라 트 비 아,0
광진구,남,토      고,0
광진구,남,레  바  논,0
광진구,남,니 카 라 과,0
광진구,남,말  라  위,0
광진구,남,우 루 과 이,0
광진구,남,마다가스카르,0
광진구,남,부      탄,0
광진구,남,모 리 셔 스,0
광진구,남,아  이  티,0
광진구,남,쿠      바,1
광진구,남,콩      고,0
광진구,남,남수단공화국,0
광진구,남,아이슬란드,0
광진구,남,키 프 로 스,0
광진구,남,알 바 니 아,0
광진구,남,에스토니아,0
광진구,남,트리니다드토바고,0
광진구,남,베      냉,0
광진구,남,기니비사우,0
광진구,남,차      드,0
광진구,남,에리트레아,0
광진구,남,모 리 타 니,0
광진구,남,(영국 외지민),0
광진구,남,룩셈부르크,0
광진구,남,소 말 리 아,0
광진구,남,마케도니아,0
광진구,남,솔로몬군도,1
광진구,남,바  레  인,0
광진구,남,보 츠 와 나,0
광진구,남,중앙 아프리카 공화국,0
광진구,남,카  타  르,0
광진구,남,바  하  마,0
광진구,남,바베이도스,0
광진구,남,니  제  르,0
광진구,남,세인트크리스토퍼 네비스,0
광진구,남,벨  리  즈,0
광진구,남,몬테네그로,0
광진구,남,보스니아-헤르체고비나,0
광진구,남,파푸아뉴기니,0
광진구,남,몰      타,0
광진구,남,코  모  로,0
광진구,남,가 이 아 나,0
광진구,남,몰  디  브,0
광진구,남,레  소  토,0
광진구,남,수  리  남,0
광진구,남,코소보,0
광진구,남,스와질란드,0
광진구,남,키 리 바 시,0
광진구,남,통      가,0
광진구,남,나  우  루,0
광진구,남,바 누 아 투,0
광진구,남,세인트루시아,0
광진구,남,팔  라  우,0
광진구,남,나 미 비 아,0
광진구,남,적 도 기 니,0
광진구,남,도미니카연방,0
광진구,남,카보베르데,0
광진구,남,그 레 나 다,0
광진구,남,기타,0
광진구,여,한국계 중국인,3115
광진구,여,중      국,3283
광진구,여,베  트  남,515
광진구,여,우즈베키스탄,50
광진구,여,캄 보 디 아,16
광진구,여,필  리  핀,79
광진구,여,인도네시아,35
광진구,여,네      팔,24
광진구,여,태      국,35
광진구,여,스 리 랑 카,2
광진구,여,미      국,62
광진구,여,미  얀  마,14
광진구,여,일      본,258
광진구,여,몽      골,333
광진구,여,(타  이  완),81
광진구,여,방글라데시,10
광진구,여,파 키 스 탄,25
광진구,여,카자흐스탄,61
광진구,여,인      도,52
광진구,여,러시아(연방),40
광진구,여,캐  나  다,26
광진구,여,키 르 기 즈,8
광진구,여,영      국,4
광진구,여,프  랑  스,16
광진구,여,이  집  트,2
광진구,여,우크라이나,5
광진구,여,말레이시아,46
광진구,여,독      일,17
광진구,여,나이지리아,0
광진구,여,남아프리카 공화국,4
광진구,여,동 티 모 르,0
광진구,여,(홍      콩),25
광진구,여,오스트레일리아,3
광진구,여,시  리  아,0
광진구,여,이      란,11
광진구,여,가      나,1
광진구,여,사우디아라비아,2
광진구,여,카  메  룬,1
광진구,여,터      키,4
광진구,여,싱 가 포 르,5
광진구,여,뉴 질 랜 드,0
광진구,여,에티오피아,0
광진구,여,브  라  질,3
광진구,여,노 르 웨 이,0
광진구,여,이 탈 리 아,3
광진구,여,라  오  스,2
광진구,여,모  로  코,0
광진구,여,우  간  다,0
광진구,여,아 일 랜 드,1
광진구,여,한국계 러시아인,1
광진구,여,스  페  인,6
광진구,여,네 덜 란 드,5
광진구,여,멕  시  코,9
광진구,여,예     멘,0
광진구,여,아랍에미리트연합,4
광진구,여,타지키스탄,0
광진구,여,스  웨  덴,4
광진구,여,폴  란  드,1
광진구,여,라이베리아,0
광진구,여,케      냐,2
광진구,여,이  라  크,0
광진구,여,요  르  단,0
광진구,여,세  네  갈,0
광진구,여,벨  기  에,3
광진구,여,페      루,0
광진구,여,수      단,0
광진구,여,콜 롬 비 아,1
광진구,여,아프가니스탄,0
광진구,여,스  위  스,0
광진구,여,루 마 니 아,0
광진구,여,에 콰 도 르,3
광진구,여,리  비  아,0
광진구,여,덴  마  크,0
광진구,여,르  완  다,0
광진구,여,핀  란  드,8
광진구,여,그  리  스,0
광진구,여,벨 로 루 시,0
광진구,여,오스트리아,2
광진구,여,콩고민주공화국,0
광진구,여,탄 자 니 아,3
광진구,여,알  제  리,0
광진구,여,기      니,0
광진구,여,코트디부아르,0
광진구,여,말      리,0
광진구,여,튀  니  지,1
광진구,여,헝  가  리,3
광진구,여,아제르바이잔,0
광진구,여,이 스 라 엘,0
광진구,여,베네수엘라,0
광진구,여,칠      레,0
광진구,여,불 가 리 아,4
광진구,여,체      코,0
광진구,여,앙  골  라,0
광진구,여,아르헨티나,4
광진구,여,포 르 투 갈,2
광진구,여,(마  카  오),3
광진구,여,투르크메니스탄,1
광진구,여,감  비  아,0
광진구,여,잠  비  아,0
광진구,여,쿠 웨 이 트,0
광진구,여,과 테 말 라,1
광진구,여,부  룬  디,0
광진구,여,짐 바 브 웨,0
광진구,여,크로아티아,0
광진구,여,아르메니아,0
광진구,여,리투아니아,0
광진구,여,파 라 과 이,3
광진구,여,브 루 나 이,3
광진구,여,세르비아,1
광진구,여,볼 리 비 아,0
광진구,여,도미니카공화국,0
광진구,여,엘살바도르,0
광진구,여,오      만,0
광진구,여,가      봉,0
광진구,여,코스타리카,1
광진구,여,파  나  마,0
광진구,여,슬로바키아,1
광진구,여,팔레스타인,0
광진구,여,피      지,1
광진구,여,온 두 라 스,1
광진구,여,몰  도  바,0
광진구,여,부르키나파소,0
광진구,여,조 지 아,0
광진구,여,슬로베니아,0
광진구,여,시에라리온,0
광진구,여,자 메 이 카,0
광진구,여,모 잠 비 크,0
광진구,여,라 트 비 아,0
광진구,여,토      고,0
광진구,여,레  바  논,0
광진구,여,니 카 라 과,0
광진구,여,말  라  위,0
광진구,여,우 루 과 이,1
광진구,여,마다가스카르,0
광진구,여,부      탄,0
광진구,여,모 리 셔 스,0
광진구,여,아  이  티,0
광진구,여,쿠      바,0
광진구,여,콩      고,0
광진구,여,남수단공화국,0
광진구,여,아이슬란드,0
광진구,여,키 프 로 스,0
광진구,여,알 바 니 아,0
광진구,여,에스토니아,0
광진구,여,트리니다드토바고,0
광진구,여,베      냉,0
광진구,여,기니비사우,0
광진구,여,차      드,0
광진구,여,에리트레아,0
광진구,여,모 리 타 니,0
광진구,여,(영국 외지민),0
광진구,여,룩셈부르크,0
광진구,여,소 말 리 아,0
광진구,여,마케도니아,0
광진구,여,솔로몬군도,0
광진구,여,바  레  인,0
광진구,여,보 츠 와 나,0
광진구,여,중앙 아프리카 공화국,0
광진구,여,카  타  르,0
광진구,여,바  하  마,0
광진구,여,바베이도스,0
광진구,여,니  제  르,0
광진구,여,세인트크리스토퍼 네비스,0
광진구,여,벨  리  즈,0
광진구,여,몬테네그로,0
광진구,여,보스니아-헤르체고비나,0
광진구,여,파푸아뉴기니,0
광진구,여,몰      타,0
광진구,여,코  모  로,0
광진구,여,가 이 아 나,0
광진구,여,몰  디  브,0
광진구,여,레  소  토,0
광진구,여,수  리  남,0
광진구,여,코소보,0
광진구,여,스와질란드,0
광진구,여,키 리 바 시,0
광진구,여,통      가,0
광진구,여,나  우  루,0
광진구,여,바 누 아 투,0
광진구,여,세인트루시아,0
광진구,여,팔  라  우,0
광진구,여,나 미 비 아,0
광진구,여,적 도 기 니,0
광진구,여,도미니카연방,0
광진구,여,카보베르데,0
광진구,여,그 레 나 다,0
광진구,여,기타,2
구로구,남,한국계 중국인,13791
구로구,남,중      국,2735
구로구,남,베  트  남,151
구로구,남,우즈베키스탄,17
구로구,남,캄 보 디 아,34
구로구,남,필  리  핀,45
구로구,남,인도네시아,13
구로구,남,네      팔,8
구로구,남,태      국,12
구로구,남,스 리 랑 카,17
구로구,남,미      국,62
구로구,남,미  얀  마,62
구로구,남,일      본,56
구로구,남,몽      골,28
구로구,남,(타  이  완),85
구로구,남,방글라데시,24
구로구,남,파 키 스 탄,35
구로구,남,카자흐스탄,21
구로구,남,인      도,24
구로구,남,러시아(연방),5
구로구,남,캐  나  다,16
구로구,남,키 르 기 즈,4
구로구,남,영      국,20
구로구,남,프  랑  스,9
구로구,남,이  집  트,4
구로구,남,우크라이나,1
구로구,남,말레이시아,30
구로구,남,독      일,4
구로구,남,나이지리아,4
구로구,남,남아프리카 공화국,1
구로구,남,동 티 모 르,0
구로구,남,(홍      콩),5
구로구,남,오스트레일리아,10
구로구,남,시  리  아,1
구로구,남,이      란,2
구로구,남,가      나,0
구로구,남,사우디아라비아,1
구로구,남,카  메  룬,0
구로구,남,터      키,3
구로구,남,싱 가 포 르,1
구로구,남,뉴 질 랜 드,2
구로구,남,에티오피아,0
구로구,남,브  라  질,2
구로구,남,노 르 웨 이,0
구로구,남,이 탈 리 아,3
구로구,남,라  오  스,0
구로구,남,모  로  코,2
구로구,남,우  간  다,1
구로구,남,아 일 랜 드,1
구로구,남,한국계 러시아인,1
구로구,남,스  페  인,0
구로구,남,네 덜 란 드,0
구로구,남,멕  시  코,2
구로구,남,예     멘,0
구로구,남,아랍에미리트연합,0
구로구,남,타지키스탄,0
구로구,남,스  웨  덴,3
구로구,남,폴  란  드,0
구로구,남,라이베리아,1
구로구,남,케      냐,1
구로구,남,이  라  크,0
구로구,남,요  르  단,0
구로구,남,세  네  갈,0
구로구,남,벨  기  에,1
구로구,남,페      루,0
구로구,남,수      단,0
구로구,남,콜 롬 비 아,0
구로구,남,아프가니스탄,1
구로구,남,스  위  스,2
구로구,남,루 마 니 아,2
구로구,남,에 콰 도 르,0
구로구,남,리  비  아,0
구로구,남,덴  마  크,0
구로구,남,르  완  다,1
구로구,남,핀  란  드,1
구로구,남,그  리  스,0
구로구,남,벨 로 루 시,1
구로구,남,오스트리아,1
구로구,남,콩고민주공화국,0
구로구,남,탄 자 니 아,4
구로구,남,알  제  리,1
구로구,남,기      니,0
구로구,남,코트디부아르,0
구로구,남,말      리,3
구로구,남,튀  니  지,0
구로구,남,헝  가  리,0
구로구,남,아제르바이잔,3
구로구,남,이 스 라 엘,0
구로구,남,베네수엘라,0
구로구,남,칠      레,0
구로구,남,불 가 리 아,0
구로구,남,체      코,0
구로구,남,앙  골  라,0
구로구,남,아르헨티나,0
구로구,남,포 르 투 갈,1
구로구,남,(마  카  오),0
구로구,남,투르크메니스탄,0
구로구,남,감  비  아,0
구로구,남,잠  비  아,0
구로구,남,쿠 웨 이 트,0
구로구,남,과 테 말 라,0
구로구,남,부  룬  디,0
구로구,남,짐 바 브 웨,0
구로구,남,크로아티아,0
구로구,남,아르메니아,0
구로구,남,리투아니아,0
구로구,남,파 라 과 이,0
구로구,남,브 루 나 이,0
구로구,남,세르비아,0
구로구,남,볼 리 비 아,0
구로구,남,도미니카공화국,0
구로구,남,엘살바도르,0
구로구,남,오      만,0
구로구,남,가      봉,0
구로구,남,코스타리카,0
구로구,남,파  나  마,0
구로구,남,슬로바키아,0
구로구,남,팔레스타인,0
구로구,남,피      지,0
구로구,남,온 두 라 스,0
구로구,남,몰  도  바,0
구로구,남,부르키나파소,0
구로구,남,조 지 아,0
구로구,남,슬로베니아,0
구로구,남,시에라리온,0
구로구,남,자 메 이 카,0
구로구,남,모 잠 비 크,0
구로구,남,라 트 비 아,0
구로구,남,토      고,0
구로구,남,레  바  논,0
구로구,남,니 카 라 과,0
구로구,남,말  라  위,0
구로구,남,우 루 과 이,0
구로구,남,마다가스카르,0
구로구,남,부      탄,0
구로구,남,모 리 셔 스,0
구로구,남,아  이  티,0
구로구,남,쿠      바,0
구로구,남,콩      고,0
구로구,남,남수단공화국,0
구로구,남,아이슬란드,0
구로구,남,키 프 로 스,0
구로구,남,알 바 니 아,0
구로구,남,에스토니아,0
구로구,남,트리니다드토바고,0
구로구,남,베      냉,0
구로구,남,기니비사우,0
구로구,남,차      드,0
구로구,남,에리트레아,0
구로구,남,모 리 타 니,0
구로구,남,(영국 외지민),0
구로구,남,룩셈부르크,0
구로구,남,소 말 리 아,0
구로구,남,마케도니아,0
구로구,남,솔로몬군도,0
구로구,남,바  레  인,0
구로구,남,보 츠 와 나,0
구로구,남,중앙 아프리카 공화국,0
구로구,남,카  타  르,0
구로구,남,바  하  마,0
구로구,남,바베이도스,0
구로구,남,니  제  르,0
구로구,남,세인트크리스토퍼 네비스,0
구로구,남,벨  리  즈,0
구로구,남,몬테네그로,0
구로구,남,보스니아-헤르체고비나,0
구로구,남,파푸아뉴기니,0
구로구,남,몰      타,0
구로구,남,코  모  로,0
구로구,남,가 이 아 나,0
구로구,남,몰  디  브,0
구로구,남,레  소  토,0
구로구,남,수  리  남,0
구로구,남,코소보,0
구로구,남,스와질란드,0
구로구,남,키 리 바 시,0
구로구,남,통      가,0
구로구,남,나  우  루,0
구로구,남,바 누 아 투,0
구로구,남,세인트루시아,0
구로구,남,팔  라  우,0
구로구,남,나 미 비 아,0
구로구,남,적 도 기 니,0
구로구,남,도미니카연방,0
구로구,남,카보베르데,0
구로구,남,그 레 나 다,0
구로구,남,기타,1
구로구,여,한국계 중국인,9107
구로구,여,중      국,3340
구로구,여,베  트  남,299
구로구,여,우즈베키스탄,13
구로구,여,캄 보 디 아,30
구로구,여,필  리  핀,65
구로구,여,인도네시아,11
구로구,여,네      팔,7
구로구,여,태      국,32
구로구,여,스 리 랑 카,1
구로구,여,미      국,33
구로구,여,미  얀  마,25
구로구,여,일      본,152
구로구,여,몽      골,47
구로구,여,(타  이  완),105
구로구,여,방글라데시,2
구로구,여,파 키 스 탄,9
구로구,여,카자흐스탄,4
구로구,여,인      도,7
구로구,여,러시아(연방),20
구로구,여,캐  나  다,7
구로구,여,키 르 기 즈,4
구로구,여,영      국,7
구로구,여,프  랑  스,12
구로구,여,이  집  트,0
구로구,여,우크라이나,3
구로구,여,말레이시아,25
구로구,여,독      일,4
구로구,여,나이지리아,1
구로구,여,남아프리카 공화국,3
구로구,여,동 티 모 르,0
구로구,여,(홍      콩),16
구로구,여,오스트레일리아,2
구로구,여,시  리  아,0
구로구,여,이      란,0
구로구,여,가      나,0
구로구,여,사우디아라비아,2
구로구,여,카  메  룬,0
구로구,여,터      키,1
구로구,여,싱 가 포 르,1
구로구,여,뉴 질 랜 드,1
구로구,여,에티오피아,0
구로구,여,브  라  질,2
구로구,여,노 르 웨 이,0
구로구,여,이 탈 리 아,3
구로구,여,라  오  스,4
구로구,여,모  로  코,2
구로구,여,우  간  다,0
구로구,여,아 일 랜 드,0
구로구,여,한국계 러시아인,0
구로구,여,스  페  인,1
구로구,여,네 덜 란 드,1
구로구,여,멕  시  코,1
구로구,여,예     멘,0
구로구,여,아랍에미리트연합,0
구로구,여,타지키스탄,0
구로구,여,스  웨  덴,2
구로구,여,폴  란  드,3
구로구,여,라이베리아,0
구로구,여,케      냐,0
구로구,여,이  라  크,0
구로구,여,요  르  단,0
구로구,여,세  네  갈,0
구로구,여,벨  기  에,1
구로구,여,페      루,0
구로구,여,수      단,0
구로구,여,콜 롬 비 아,0
구로구,여,아프가니스탄,0
구로구,여,스  위  스,0
구로구,여,루 마 니 아,1
구로구,여,에 콰 도 르,0
구로구,여,리  비  아,0
구로구,여,덴  마  크,0
구로구,여,르  완  다,0
구로구,여,핀  란  드,0
구로구,여,그  리  스,0
구로구,여,벨 로 루 시,1
구로구,여,오스트리아,1
구로구,여,콩고민주공화국,0
구로구,여,탄 자 니 아,0
구로구,여,알  제  리,1
구로구,여,기      니,0
구로구,여,코트디부아르,0
구로구,여,말      리,0
구로구,여,튀  니  지,0
구로구,여,헝  가  리,3
구로구,여,아제르바이잔,0
구로구,여,이 스 라 엘,0
구로구,여,베네수엘라,0
구로구,여,칠      레,0
구로구,여,불 가 리 아,0
구로구,여,체      코,1
구로구,여,앙  골  라,0
구로구,여,아르헨티나,1
구로구,여,포 르 투 갈,1
구로구,여,(마  카  오),0
구로구,여,투르크메니스탄,0
구로구,여,감  비  아,0
구로구,여,잠  비  아,0
구로구,여,쿠 웨 이 트,0
구로구,여,과 테 말 라,0
구로구,여,부  룬  디,0
구로구,여,짐 바 브 웨,0
구로구,여,크로아티아,0
구로구,여,아르메니아,2
구로구,여,리투아니아,0
구로구,여,파 라 과 이,1
구로구,여,브 루 나 이,0
구로구,여,세르비아,0
구로구,여,볼 리 비 아,0
구로구,여,도미니카공화국,0
구로구,여,엘살바도르,0
구로구,여,오      만,0
구로구,여,가      봉,0
구로구,여,코스타리카,0
구로구,여,파  나  마,0
구로구,여,슬로바키아,0
구로구,여,팔레스타인,0
구로구,여,피      지,0
구로구,여,온 두 라 스,0
구로구,여,몰  도  바,0
구로구,여,부르키나파소,0
구로구,여,조 지 아,0
구로구,여,슬로베니아,0
구로구,여,시에라리온,0
구로구,여,자 메 이 카,0
구로구,여,모 잠 비 크,0
구로구,여,라 트 비 아,0
구로구,여,토      고,0
구로구,여,레  바  논,0
구로구,여,니 카 라 과,0
구로구,여,말  라  위,0
구로구,여,우 루 과 이,0
구로구,여,마다가스카르,0
구로구,여,부      탄,0
구로구,여,모 리 셔 스,0
구로구,여,아  이  티,1
구로구,여,쿠      바,0
구로구,여,콩      고,0
구로구,여,남수단공화국,0
구로구,여,아이슬란드,0
구로구,여,키 프 로 스,0
구로구,여,알 바 니 아,1
구로구,여,에스토니아,0
구로구,여,트리니다드토바고,0
구로구,여,베      냉,0
구로구,여,기니비사우,0
구로구,여,차      드,0
구로구,여,에리트레아,0
구로구,여,모 리 타 니,0
구로구,여,(영국 외지민),0
구로구,여,룩셈부르크,0
구로구,여,소 말 리 아,0
구로구,여,마케도니아,0
구로구,여,솔로몬군도,0
구로구,여,바  레  인,0
구로구,여,보 츠 와 나,0
구로구,여,중앙 아프리카 공화국,0
구로구,여,카  타  르,0
구로구,여,바  하  마,0
구로구,여,바베이도스,0
구로구,여,니  제  르,0
구로구,여,세인트크리스토퍼 네비스,0
구로구,여,벨  리  즈,0
구로구,여,몬테네그로,0
구로구,여,보스니아-헤르체고비나,0
구로구,여,파푸아뉴기니,0
구로구,여,몰      타,0
구로구,여,코  모  로,0
구로구,여,가 이 아 나,0
구로구,여,몰  디  브,0
구로구,여,레  소  토,0
구로구,여,수  리  남,0
구로구,여,코소보,0
구로구,여,스와질란드,0
구로구,여,키 리 바 시,0
구로구,여,통      가,0
구로구,여,나  우  루,0
구로구,여,바 누 아 투,0
구로구,여,세인트루시아,0
구로구,여,팔  라  우,0
구로구,여,나 미 비 아,0
구로구,여,적 도 기 니,0
구로구,여,도미니카연방,0
구로구,여,카보베르데,0
구로구,여,그 레 나 다,0
구로구,여,기타,1
금천구,남,한국계 중국인,8358
금천구,남,중      국,1307
금천구,남,베  트  남,146
금천구,남,우즈베키스탄,11
금천구,남,캄 보 디 아,42
금천구,남,필  리  핀,70
금천구,남,인도네시아,32
금천구,남,네      팔,26
금천구,남,태      국,17
금천구,남,스 리 랑 카,11
금천구,남,미      국,19
금천구,남,미  얀  마,37
금천구,남,일      본,11
금천구,남,몽      골,49
금천구,남,(타  이  완),33
금천구,남,방글라데시,21
금천구,남,파 키 스 탄,19
금천구,남,카자흐스탄,6
금천구,남,인      도,15
금천구,남,러시아(연방),7
금천구,남,캐  나  다,7
금천구,남,키 르 기 즈,4
금천구,남,영      국,3
금천구,남,프  랑  스,4
금천구,남,이  집  트,2
금천구,남,우크라이나,0
금천구,남,말레이시아,4
금천구,남,독      일,3
금천구,남,나이지리아,0
금천구,남,남아프리카 공화국,0
금천구,남,동 티 모 르,0
금천구,남,(홍      콩),0
금천구,남,오스트레일리아,2
금천구,남,시  리  아,0
금천구,남,이      란,1
금천구,남,가      나,0
금천구,남,사우디아라비아,0
금천구,남,카  메  룬,0
금천구,남,터      키,1
금천구,남,싱 가 포 르,0
금천구,남,뉴 질 랜 드,0
금천구,남,에티오피아,0
금천구,남,브  라  질,1
금천구,남,노 르 웨 이,0
금천구,남,이 탈 리 아,0
금천구,남,라  오  스,0
금천구,남,모  로  코,1
금천구,남,우  간  다,0
금천구,남,아 일 랜 드,1
금천구,남,한국계 러시아인,0
금천구,남,스  페  인,1
금천구,남,네 덜 란 드,0
금천구,남,멕  시  코,0
금천구,남,예     멘,0
금천구,남,아랍에미리트연합,0
금천구,남,타지키스탄,0
금천구,남,스  웨  덴,0
금천구,남,폴  란  드,0
금천구,남,라이베리아,0
금천구,남,케      냐,0
금천구,남,이  라  크,0
금천구,남,요  르  단,0
금천구,남,세  네  갈,0
금천구,남,벨  기  에,0
금천구,남,페      루,1
금천구,남,수      단,0
금천구,남,콜 롬 비 아,0
금천구,남,아프가니스탄,0
금천구,남,스  위  스,0
금천구,남,루 마 니 아,0
금천구,남,에 콰 도 르,0
금천구,남,리  비  아,0
금천구,남,덴  마  크,0
금천구,남,르  완  다,0
금천구,남,핀  란  드,0
금천구,남,그  리  스,0
금천구,남,벨 로 루 시,0
금천구,남,오스트리아,0
금천구,남,콩고민주공화국,2
금천구,남,탄 자 니 아,0
금천구,남,알  제  리,0
금천구,남,기      니,0
금천구,남,코트디부아르,0
금천구,남,말      리,0
금천구,남,튀  니  지,0
금천구,남,헝  가  리,0
금천구,남,아제르바이잔,1
금천구,남,이 스 라 엘,0
금천구,남,베네수엘라,0
금천구,남,칠      레,0
금천구,남,불 가 리 아,0
금천구,남,체      코,0
금천구,남,앙  골  라,0
금천구,남,아르헨티나,0
금천구,남,포 르 투 갈,1
금천구,남,(마  카  오),0
금천구,남,투르크메니스탄,0
금천구,남,감  비  아,0
금천구,남,잠  비  아,0
금천구,남,쿠 웨 이 트,0
금천구,남,과 테 말 라,0
금천구,남,부  룬  디,0
금천구,남,짐 바 브 웨,0
금천구,남,크로아티아,0
금천구,남,아르메니아,0
금천구,남,리투아니아,0
금천구,남,파 라 과 이,0
금천구,남,브 루 나 이,0
금천구,남,세르비아,0
금천구,남,볼 리 비 아,0
금천구,남,도미니카공화국,0
금천구,남,엘살바도르,1
금천구,남,오      만,0
금천구,남,가      봉,0
금천구,남,코스타리카,0
금천구,남,파  나  마,0
금천구,남,슬로바키아,0
금천구,남,팔레스타인,0
금천구,남,피      지,0
금천구,남,온 두 라 스,0
금천구,남,몰  도  바,0
금천구,남,부르키나파소,0
금천구,남,조 지 아,0
금천구,남,슬로베니아,0
금천구,남,시에라리온,0
금천구,남,자 메 이 카,0
금천구,남,모 잠 비 크,0
금천구,남,라 트 비 아,0
금천구,남,토      고,0
금천구,남,레  바  논,0
금천구,남,니 카 라 과,0
금천구,남,말  라  위,0
금천구,남,우 루 과 이,0
금천구,남,마다가스카르,0
금천구,남,부      탄,0
금천구,남,모 리 셔 스,0
금천구,남,아  이  티,0
금천구,남,쿠      바,0
금천구,남,콩      고,0
금천구,남,남수단공화국,0
금천구,남,아이슬란드,0
금천구,남,키 프 로 스,0
금천구,남,알 바 니 아,0
금천구,남,에스토니아,0
금천구,남,트리니다드토바고,0
금천구,남,베      냉,0
금천구,남,기니비사우,0
금천구,남,차      드,0
금천구,남,에리트레아,0
금천구,남,모 리 타 니,0
금천구,남,(영국 외지민),0
금천구,남,룩셈부르크,0
금천구,남,소 말 리 아,0
금천구,남,마케도니아,0
금천구,남,솔로몬군도,0
금천구,남,바  레  인,0
금천구,남,보 츠 와 나,0
금천구,남,중앙 아프리카 공화국,0
금천구,남,카  타  르,0
금천구,남,바  하  마,0
금천구,남,바베이도스,0
금천구,남,니  제  르,0
금천구,남,세인트크리스토퍼 네비스,0
금천구,남,벨  리  즈,0
금천구,남,몬테네그로,0
금천구,남,보스니아-헤르체고비나,0
금천구,남,파푸아뉴기니,0
금천구,남,몰      타,0
금천구,남,코  모  로,0
금천구,남,가 이 아 나,0
금천구,남,몰  디  브,0
금천구,남,레  소  토,0
금천구,남,수  리  남,0
금천구,남,코소보,0
금천구,남,스와질란드,0
금천구,남,키 리 바 시,0
금천구,남,통      가,0
금천구,남,나  우  루,0
금천구,남,바 누 아 투,0
금천구,남,세인트루시아,0
금천구,남,팔  라  우,0
금천구,남,나 미 비 아,0
금천구,남,적 도 기 니,0
금천구,남,도미니카연방,0
금천구,남,카보베르데,0
금천구,남,그 레 나 다,0
금천구,남,기타,0
금천구,여,한국계 중국인,5646
금천구,여,중      국,1751
금천구,여,베  트  남,279
금천구,여,우즈베키스탄,16
금천구,여,캄 보 디 아,25
금천구,여,필  리  핀,79
금천구,여,인도네시아,6
금천구,여,네      팔,15
금천구,여,태      국,19
금천구,여,스 리 랑 카,2
금천구,여,미      국,14
금천구,여,미  얀  마,0
금천구,여,일      본,69
금천구,여,몽      골,43
금천구,여,(타  이  완),29
금천구,여,방글라데시,2
금천구,여,파 키 스 탄,3
금천구,여,카자흐스탄,0
금천구,여,인      도,13
금천구,여,러시아(연방),8
금천구,여,캐  나  다,4
금천구,여,키 르 기 즈,5
금천구,여,영      국,2
금천구,여,프  랑  스,2
금천구,여,이  집  트,1
금천구,여,우크라이나,2
금천구,여,말레이시아,2
금천구,여,독      일,3
금천구,여,나이지리아,0
금천구,여,남아프리카 공화국,1
금천구,여,동 티 모 르,0
금천구,여,(홍      콩),6
금천구,여,오스트레일리아,1
금천구,여,시  리  아,0
금천구,여,이      란,0
금천구,여,가      나,0
금천구,여,사우디아라비아,0
금천구,여,카  메  룬,0
금천구,여,터      키,2
금천구,여,싱 가 포 르,0
금천구,여,뉴 질 랜 드,0
금천구,여,에티오피아,0
금천구,여,브  라  질,0
금천구,여,노 르 웨 이,0
금천구,여,이 탈 리 아,1
금천구,여,라  오  스,1
금천구,여,모  로  코,0
금천구,여,우  간  다,0
금천구,여,아 일 랜 드,0
금천구,여,한국계 러시아인,1
금천구,여,스  페  인,0
금천구,여,네 덜 란 드,0
금천구,여,멕  시  코,0
금천구,여,예     멘,0
금천구,여,아랍에미리트연합,0
금천구,여,타지키스탄,0
금천구,여,스  웨  덴,0
금천구,여,폴  란  드,0
금천구,여,라이베리아,0
금천구,여,케      냐,0
금천구,여,이  라  크,0
금천구,여,요  르  단,0
금천구,여,세  네  갈,0
금천구,여,벨  기  에,0
금천구,여,페      루,1
금천구,여,수      단,0
금천구,여,콜 롬 비 아,2
금천구,여,아프가니스탄,0
금천구,여,스  위  스,0
금천구,여,루 마 니 아,0
금천구,여,에 콰 도 르,0
금천구,여,리  비  아,0
금천구,여,덴  마  크,0
