"location","gender","visa_type","visa_total"
서대문구,여,취재(D-5),"1"
서대문구,여,종교(D-6),"12"
서대문구,여,주재(D-7),"8"
서대문구,여,기업투자(D-8),"20"
서대문구,여,무역경영(D-9),"1"
서대문구,여,교수(E-1),"11"
서대문구,여,선원취업(E-10),"0"
서대문구,여,회화(E-2),"97"
서대문구,여,연구(E-3),"16"
서대문구,여,기술지도(E-4),"0"
서대문구,여,전문직업(E-5),"0"
서대문구,여,예술흥행(E-6),"4"
서대문구,여,특정활동(E-7),"260"
서대문구,여,비전문취업(E-9),"17"
서대문구,여,방문동거(F-1),"214"
서대문구,여,거주(F-2),"274"
서대문구,여,동반(F-3),"222"
서대문구,여,영주(F-5),"1160"
서대문구,여,결혼이민(F-6),"385"
서대문구,여,기타(G-1),"58"
서대문구,여,관광취업(H-1),"375"
서대문구,여,방문취업(H-2),"248"
서대문구,여,기타,"39"
서초구,남,문화예술(D-1),"0"
서초구,남,구직(D-10),"26"
서초구,남,유학(D-2),"100"
서초구,남,기술연수(D-3),"0"
서초구,남,일반연수(D-4),"38"
서초구,남,취재(D-5),"1"
서초구,남,종교(D-6),"5"
서초구,남,주재(D-7),"41"
서초구,남,기업투자(D-8),"264"
서초구,남,무역경영(D-9),"7"
서초구,남,교수(E-1),"11"
서초구,남,선원취업(E-10),"0"
서초구,남,회화(E-2),"90"
서초구,남,연구(E-3),"40"
서초구,남,기술지도(E-4),"0"
서초구,남,전문직업(E-5),"1"
서초구,남,예술흥행(E-6),"14"
서초구,남,특정활동(E-7),"431"
서초구,남,비전문취업(E-9),"53"
서초구,남,방문동거(F-1),"73"
서초구,남,거주(F-2),"80"
서초구,남,동반(F-3),"240"
서초구,남,영주(F-5),"214"
서초구,남,결혼이민(F-6),"164"
서초구,남,기타(G-1),"47"
서초구,남,관광취업(H-1),"10"
서초구,남,방문취업(H-2),"192"
서초구,남,기타,"44"
서초구,여,문화예술(D-1),"1"
서초구,여,구직(D-10),"18"
서초구,여,유학(D-2),"133"
서초구,여,기술연수(D-3),"0"
서초구,여,일반연수(D-4),"34"
서초구,여,취재(D-5),"0"
서초구,여,종교(D-6),"4"
서초구,여,주재(D-7),"3"
서초구,여,기업투자(D-8),"30"
서초구,여,무역경영(D-9),"1"
서초구,여,교수(E-1),"2"
서초구,여,선원취업(E-10),"0"
서초구,여,회화(E-2),"91"
서초구,여,연구(E-3),"1"
서초구,여,기술지도(E-4),"0"
서초구,여,전문직업(E-5),"0"
서초구,여,예술흥행(E-6),"5"
서초구,여,특정활동(E-7),"118"
서초구,여,비전문취업(E-9),"12"
서초구,여,방문동거(F-1),"166"
서초구,여,거주(F-2),"97"
서초구,여,동반(F-3),"483"
서초구,여,영주(F-5),"309"
서초구,여,결혼이민(F-6),"292"
서초구,여,기타(G-1),"47"
서초구,여,관광취업(H-1),"19"
서초구,여,방문취업(H-2),"217"
서초구,여,기타,"30"
성동구,남,문화예술(D-1),"2"
성동구,남,구직(D-10),"39"
성동구,남,유학(D-2),"778"
성동구,남,기술연수(D-3),"1"
성동구,남,일반연수(D-4),"239"
성동구,남,취재(D-5),"1"
성동구,남,종교(D-6),"2"
성동구,남,주재(D-7),"8"
성동구,남,기업투자(D-8),"34"
성동구,남,무역경영(D-9),"7"
성동구,남,교수(E-1),"23"
성동구,남,선원취업(E-10),"0"
성동구,남,회화(E-2),"42"
성동구,남,연구(E-3),"45"
성동구,남,기술지도(E-4),"0"
성동구,남,전문직업(E-5),"1"
성동구,남,예술흥행(E-6),"13"
성동구,남,특정활동(E-7),"137"
성동구,남,비전문취업(E-9),"350"
성동구,남,방문동거(F-1),"208"
성동구,남,거주(F-2),"128"
성동구,남,동반(F-3),"80"
성동구,남,영주(F-5),"517"
성동구,남,결혼이민(F-6),"197"
성동구,남,기타(G-1),"26"
성동구,남,관광취업(H-1),"4"
성동구,남,방문취업(H-2),"801"
성동구,남,기타,"26"
성동구,여,문화예술(D-1),"0"
성동구,여,구직(D-10),"79"
성동구,여,유학(D-2),"1180"
성동구,여,기술연수(D-3),"0"
성동구,여,일반연수(D-4),"295"
성동구,여,취재(D-5),"0"
성동구,여,종교(D-6),"2"
성동구,여,주재(D-7),"3"
성동구,여,기업투자(D-8),"9"
성동구,여,무역경영(D-9),"0"
성동구,여,교수(E-1),"4"
성동구,여,선원취업(E-10),"0"
성동구,여,회화(E-2),"56"
성동구,여,연구(E-3),"14"
성동구,여,기술지도(E-4),"0"
성동구,여,전문직업(E-5),"0"
성동구,여,예술흥행(E-6),"9"
성동구,여,특정활동(E-7),"55"
성동구,여,비전문취업(E-9),"56"
성동구,여,방문동거(F-1),"270"
성동구,여,거주(F-2),"203"
성동구,여,동반(F-3),"129"
성동구,여,영주(F-5),"621"
성동구,여,결혼이민(F-6),"473"
성동구,여,기타(G-1),"4"
성동구,여,관광취업(H-1),"17"
성동구,여,방문취업(H-2),"702"
성동구,여,기타,"13"
성북구,남,문화예술(D-1),"1"
성북구,남,구직(D-10),"79"
성북구,남,유학(D-2),"1626"
성북구,남,기술연수(D-3),"0"
성북구,남,일반연수(D-4),"911"
성북구,남,취재(D-5),"0"
성북구,남,종교(D-6),"51"
성북구,남,주재(D-7),"6"
성북구,남,기업투자(D-8),"40"
성북구,남,무역경영(D-9),"5"
성북구,남,교수(E-1),"66"
성북구,남,선원취업(E-10),"0"
성북구,남,회화(E-2),"62"
성북구,남,연구(E-3),"63"
성북구,남,기술지도(E-4),"0"
성북구,남,전문직업(E-5),"0"
성북구,남,예술흥행(E-6),"4"
성북구,남,특정활동(E-7),"116"
성북구,남,비전문취업(E-9),"60"
성북구,남,방문동거(F-1),"203"
성북구,남,거주(F-2),"131"
성북구,남,동반(F-3),"169"
성북구,남,영주(F-5),"385"
성북구,남,결혼이민(F-6),"164"
성북구,남,기타(G-1),"55"
성북구,남,관광취업(H-1),"6"
성북구,남,방문취업(H-2),"286"
성북구,남,기타,"58"
성북구,여,문화예술(D-1),"3"
성북구,여,구직(D-10),"123"
성북구,여,유학(D-2),"3019"
성북구,여,기술연수(D-3),"0"
성북구,여,일반연수(D-4),"1166"
성북구,여,취재(D-5),"0"
성북구,여,종교(D-6),"30"
성북구,여,주재(D-7),"1"
성북구,여,기업투자(D-8),"9"
성북구,여,무역경영(D-9),"4"
성북구,여,교수(E-1),"16"
성북구,여,선원취업(E-10),"0"
성북구,여,회화(E-2),"85"
성북구,여,연구(E-3),"16"
성북구,여,기술지도(E-4),"0"
성북구,여,전문직업(E-5),"0"
성북구,여,예술흥행(E-6),"4"
성북구,여,특정활동(E-7),"52"
성북구,여,비전문취업(E-9),"42"
성북구,여,방문동거(F-1),"315"
성북구,여,거주(F-2),"213"
성북구,여,동반(F-3),"253"
성북구,여,영주(F-5),"482"
성북구,여,결혼이민(F-6),"622"
성북구,여,기타(G-1),"43"
성북구,여,관광취업(H-1),"39"
성북구,여,방문취업(H-2),"234"
성북구,여,기타,"34"
송파구,남,문화예술(D-1),"0"
송파구,남,구직(D-10),"24"
송파구,남,유학(D-2),"44"
송파구,남,기술연수(D-3),"1"
송파구,남,일반연수(D-4),"40"
송파구,남,취재(D-5),"0"
송파구,남,종교(D-6),"71"
송파구,남,주재(D-7),"11"
송파구,남,기업투자(D-8),"112"
송파구,남,무역경영(D-9),"2"
송파구,남,교수(E-1),"7"
송파구,남,선원취업(E-10),"0"
송파구,남,회화(E-2),"74"
송파구,남,연구(E-3),"6"
송파구,남,기술지도(E-4),"0"
송파구,남,전문직업(E-5),"2"
송파구,남,예술흥행(E-6),"42"
송파구,남,특정활동(E-7),"184"
송파구,남,비전문취업(E-9),"262"
송파구,남,방문동거(F-1),"266"
송파구,남,거주(F-2),"158"
송파구,남,동반(F-3),"48"
송파구,남,영주(F-5),"554"
송파구,남,결혼이민(F-6),"222"
송파구,남,기타(G-1),"22"
송파구,남,관광취업(H-1),"4"
송파구,남,방문취업(H-2),"1094"
송파구,남,기타,"10"
송파구,여,문화예술(D-1),"0"
송파구,여,구직(D-10),"12"
송파구,여,유학(D-2),"45"
송파구,여,기술연수(D-3),"1"
송파구,여,일반연수(D-4),"25"
송파구,여,취재(D-5),"0"
송파구,여,종교(D-6),"36"
송파구,여,주재(D-7),"1"
송파구,여,기업투자(D-8),"9"
송파구,여,무역경영(D-9),"0"
송파구,여,교수(E-1),"0"
송파구,여,선원취업(E-10),"0"
송파구,여,회화(E-2),"161"
송파구,여,연구(E-3),"0"
송파구,여,기술지도(E-4),"0"
송파구,여,전문직업(E-5),"0"
송파구,여,예술흥행(E-6),"48"
송파구,여,특정활동(E-7),"55"
송파구,여,비전문취업(E-9),"17"
송파구,여,방문동거(F-1),"357"
송파구,여,거주(F-2),"169"
송파구,여,동반(F-3),"99"
송파구,여,영주(F-5),"735"
송파구,여,결혼이민(F-6),"675"
송파구,여,기타(G-1),"15"
송파구,여,관광취업(H-1),"20"
송파구,여,방문취업(H-2),"932"
송파구,여,기타,"5"
양천구,남,문화예술(D-1),"0"
양천구,남,구직(D-10),"11"
양천구,남,유학(D-2),"11"
양천구,남,기술연수(D-3),"2"
양천구,남,일반연수(D-4),"9"
양천구,남,취재(D-5),"0"
양천구,남,종교(D-6),"3"
양천구,남,주재(D-7),"3"
양천구,남,기업투자(D-8),"8"
양천구,남,무역경영(D-9),"1"
양천구,남,교수(E-1),"3"
양천구,남,선원취업(E-10),"0"
양천구,남,회화(E-2),"54"
양천구,남,연구(E-3),"2"
양천구,남,기술지도(E-4),"0"
양천구,남,전문직업(E-5),"0"
양천구,남,예술흥행(E-6),"4"
양천구,남,특정활동(E-7),"38"
양천구,남,비전문취업(E-9),"84"
양천구,남,방문동거(F-1),"213"
양천구,남,거주(F-2),"96"
양천구,남,동반(F-3),"4"
양천구,남,영주(F-5),"428"
양천구,남,결혼이민(F-6),"179"
양천구,남,기타(G-1),"28"
양천구,남,관광취업(H-1),"2"
양천구,남,방문취업(H-2),"575"
양천구,남,기타,"3"
양천구,여,문화예술(D-1),"0"
양천구,여,구직(D-10),"6"
양천구,여,유학(D-2),"24"
양천구,여,기술연수(D-3),"4"
양천구,여,일반연수(D-4),"18"
양천구,여,취재(D-5),"0"
양천구,여,종교(D-6),"4"
양천구,여,주재(D-7),"0"
양천구,여,기업투자(D-8),"0"
양천구,여,무역경영(D-9),"0"
양천구,여,교수(E-1),"1"
양천구,여,선원취업(E-10),"0"
양천구,여,회화(E-2),"65"
양천구,여,연구(E-3),"0"
양천구,여,기술지도(E-4),"1"
양천구,여,전문직업(E-5),"0"
양천구,여,예술흥행(E-6),"1"
양천구,여,특정활동(E-7),"12"
양천구,여,비전문취업(E-9),"18"
양천구,여,방문동거(F-1),"268"
양천구,여,거주(F-2),"122"
양천구,여,동반(F-3),"15"
양천구,여,영주(F-5),"554"
양천구,여,결혼이민(F-6),"565"
양천구,여,기타(G-1),"13"
양천구,여,관광취업(H-1),"7"
양천구,여,방문취업(H-2),"404"
양천구,여,기타,"1"
영등포구,남,문화예술(D-1),"0"
영등포구,남,구직(D-10),"52"
영등포구,남,유학(D-2),"93"
영등포구,남,기술연수(D-3),"1"
영등포구,남,일반연수(D-4),"38"
영등포구,남,취재(D-5),"1"
영등포구,남,종교(D-6),"9"
영등포구,남,주재(D-7),"30"
영등포구,남,기업투자(D-8),"87"
영등포구,남,무역경영(D-9),"6"
영등포구,남,교수(E-1),"8"
영등포구,남,선원취업(E-10),"0"
영등포구,남,회화(E-2),"37"
영등포구,남,연구(E-3),"2"
영등포구,남,기술지도(E-4),"0"
영등포구,남,전문직업(E-5),"1"
영등포구,남,예술흥행(E-6),"5"
영등포구,남,특정활동(E-7),"217"
영등포구,남,비전문취업(E-9),"205"
영등포구,남,방문동거(F-1),"1669"
영등포구,남,거주(F-2),"859"
영등포구,남,동반(F-3),"24"
영등포구,남,영주(F-5),"4034"
영등포구,남,결혼이민(F-6),"714"
영등포구,남,기타(G-1),"190"
영등포구,남,관광취업(H-1),"8"
영등포구,남,방문취업(H-2),"10076"
영등포구,남,기타,"59"
영등포구,여,문화예술(D-1),"0"
영등포구,여,구직(D-10),"80"
영등포구,여,유학(D-2),"220"
영등포구,여,기술연수(D-3),"1"
영등포구,여,일반연수(D-4),"53"
영등포구,여,취재(D-5),"0"
영등포구,여,종교(D-6),"2"
영등포구,여,주재(D-7),"5"
영등포구,여,기업투자(D-8),"18"
영등포구,여,무역경영(D-9),"2"
영등포구,여,교수(E-1),"0"
영등포구,여,선원취업(E-10),"0"
영등포구,여,회화(E-2),"52"
영등포구,여,연구(E-3),"0"
영등포구,여,기술지도(E-4),"0"
영등포구,여,전문직업(E-5),"0"
영등포구,여,예술흥행(E-6),"14"
영등포구,여,특정활동(E-7),"103"
영등포구,여,비전문취업(E-9),"15"
영등포구,여,방문동거(F-1),"1978"
영등포구,여,거주(F-2),"957"
영등포구,여,동반(F-3),"73"
영등포구,여,영주(F-5),"3986"
영등포구,여,결혼이민(F-6),"1035"
영등포구,여,기타(G-1),"35"
영등포구,여,관광취업(H-1),"64"
영등포구,여,방문취업(H-2),"6303"
영등포구,여,기타,"53"
용산구,남,문화예술(D-1),"0"
용산구,남,구직(D-10),"65"
용산구,남,유학(D-2),"220"
용산구,남,기술연수(D-3),"0"
용산구,남,일반연수(D-4),"163"
용산구,남,취재(D-5),"19"
용산구,남,종교(D-6),"33"
용산구,남,주재(D-7),"156"
용산구,남,기업투자(D-8),"871"
용산구,남,무역경영(D-9),"117"
용산구,남,교수(E-1),"79"
용산구,남,선원취업(E-10),"0"
용산구,남,회화(E-2),"295"
용산구,남,연구(E-3),"29"
용산구,남,기술지도(E-4),"0"
용산구,남,전문직업(E-5),"1"
용산구,남,예술흥행(E-6),"29"
용산구,남,특정활동(E-7),"710"
용산구,남,비전문취업(E-9),"43"
용산구,남,방문동거(F-1),"304"
용산구,남,거주(F-2),"237"
용산구,남,동반(F-3),"795"
용산구,남,영주(F-5),"481"
용산구,남,결혼이민(F-6),"390"
용산구,남,기타(G-1),"1578"
용산구,남,관광취업(H-1),"29"
용산구,남,방문취업(H-2),"406"
용산구,남,기타,"1495"
용산구,여,문화예술(D-1),"0"
용산구,여,구직(D-10),"106"
용산구,여,유학(D-2),"474"
용산구,여,기술연수(D-3),"0"
용산구,여,일반연수(D-4),"158"
용산구,여,취재(D-5),"3"
용산구,여,종교(D-6),"12"
용산구,여,주재(D-7),"14"
용산구,여,기업투자(D-8),"70"
용산구,여,무역경영(D-9),"9"
용산구,여,교수(E-1),"31"
용산구,여,선원취업(E-10),"0"
용산구,여,회화(E-2),"240"
용산구,여,연구(E-3),"2"
용산구,여,기술지도(E-4),"0"
용산구,여,전문직업(E-5),"0"
용산구,여,예술흥행(E-6),"31"
용산구,여,특정활동(E-7),"277"
용산구,여,비전문취업(E-9),"17"
용산구,여,방문동거(F-1),"597"
용산구,여,거주(F-2),"214"
용산구,여,동반(F-3),"1562"
용산구,여,영주(F-5),"561"
용산구,여,결혼이민(F-6),"409"
용산구,여,기타(G-1),"184"
용산구,여,관광취업(H-1),"67"
용산구,여,방문취업(H-2),"368"
용산구,여,기타,"1332"
은평구,남,문화예술(D-1),"0"
은평구,남,구직(D-10),"15"
은평구,남,유학(D-2),"54"
은평구,남,기술연수(D-3),"0"
은평구,남,일반연수(D-4),"139"
은평구,남,취재(D-5),"0"
은평구,남,종교(D-6),"4"
은평구,남,주재(D-7),"3"
은평구,남,기업투자(D-8),"11"
은평구,남,무역경영(D-9),"3"
은평구,남,교수(E-1),"6"
은평구,남,선원취업(E-10),"0"
은평구,남,회화(E-2),"36"
은평구,남,연구(E-3),"0"
은평구,남,기술지도(E-4),"0"
은평구,남,전문직업(E-5),"0"
은평구,남,예술흥행(E-6),"3"
은평구,남,특정활동(E-7),"111"
은평구,남,비전문취업(E-9),"109"
은평구,남,방문동거(F-1),"185"
은평구,남,거주(F-2),"139"
은평구,남,동반(F-3),"31"
은평구,남,영주(F-5),"523"
은평구,남,결혼이민(F-6),"167"
은평구,남,기타(G-1),"16"
은평구,남,관광취업(H-1),"4"
은평구,남,방문취업(H-2),"309"
은평구,남,기타,"2"
은평구,여,문화예술(D-1),"1"
은평구,여,구직(D-10),"22"
은평구,여,유학(D-2),"92"
은평구,여,기술연수(D-3),"0"
은평구,여,일반연수(D-4),"123"
은평구,여,취재(D-5),"0"
은평구,여,종교(D-6),"3"
은평구,여,주재(D-7),"0"
은평구,여,기업투자(D-8),"1"
은평구,여,무역경영(D-9),"0"
은평구,여,교수(E-1),"3"
은평구,여,선원취업(E-10),"0"
은평구,여,회화(E-2),"31"
은평구,여,연구(E-3),"1"
은평구,여,기술지도(E-4),"0"
은평구,여,전문직업(E-5),"0"
은평구,여,예술흥행(E-6),"1"
은평구,여,특정활동(E-7),"52"
은평구,여,비전문취업(E-9),"11"
은평구,여,방문동거(F-1),"280"
은평구,여,거주(F-2),"148"
은평구,여,동반(F-3),"55"
은평구,여,영주(F-5),"724"
은평구,여,결혼이민(F-6),"690"
은평구,여,기타(G-1),"6"
은평구,여,관광취업(H-1),"26"
은평구,여,방문취업(H-2),"262"
은평구,여,기타,"6"
종로구,남,문화예술(D-1),"1"
종로구,남,구직(D-10),"63"
종로구,남,유학(D-2),"890"
종로구,남,기술연수(D-3),"0"
종로구,남,일반연수(D-4),"548"
종로구,남,취재(D-5),"8"
종로구,남,종교(D-6),"105"
종로구,남,주재(D-7),"48"
종로구,남,기업투자(D-8),"107"
종로구,남,무역경영(D-9),"40"
종로구,남,교수(E-1),"26"
종로구,남,선원취업(E-10),"0"
종로구,남,회화(E-2),"33"
종로구,남,연구(E-3),"4"
종로구,남,기술지도(E-4),"0"
종로구,남,전문직업(E-5),"0"
종로구,남,예술흥행(E-6),"35"
종로구,남,특정활동(E-7),"302"
종로구,남,비전문취업(E-9),"80"
종로구,남,방문동거(F-1),"142"
종로구,남,거주(F-2),"150"
종로구,남,동반(F-3),"105"
종로구,남,영주(F-5),"347"
종로구,남,결혼이민(F-6),"129"
종로구,남,기타(G-1),"93"
종로구,남,관광취업(H-1),"9"
종로구,남,방문취업(H-2),"577"
종로구,남,기타,"285"
종로구,여,문화예술(D-1),"2"
종로구,여,구직(D-10),"93"
종로구,여,유학(D-2),"2098"
종로구,여,기술연수(D-3),"0"
종로구,여,일반연수(D-4),"623"
종로구,여,취재(D-5),"3"
종로구,여,종교(D-6),"57"
종로구,여,주재(D-7),"19"
종로구,여,기업투자(D-8),"19"
종로구,여,무역경영(D-9),"8"
종로구,여,교수(E-1),"5"
종로구,여,선원취업(E-10),"0"
종로구,여,회화(E-2),"23"
종로구,여,연구(E-3),"2"
종로구,여,기술지도(E-4),"0"
종로구,여,전문직업(E-5),"0"
종로구,여,예술흥행(E-6),"19"
종로구,여,특정활동(E-7),"140"
종로구,여,비전문취업(E-9),"17"
종로구,여,방문동거(F-1),"232"
종로구,여,거주(F-2),"163"
종로구,여,동반(F-3),"218"
종로구,여,영주(F-5),"402"
종로구,여,결혼이민(F-6),"266"
종로구,여,기타(G-1),"32"
종로구,여,관광취업(H-1),"65"
종로구,여,방문취업(H-2),"603"
종로구,여,기타,"251"
중구,남,문화예술(D-1),"0"
중구,남,구직(D-10),"44"
중구,남,유학(D-2),"462"
중구,남,기술연수(D-3),"0"
중구,남,일반연수(D-4),"287"
중구,남,취재(D-5),"8"
중구,남,종교(D-6),"7"
중구,남,주재(D-7),"75"
중구,남,기업투자(D-8),"184"
중구,남,무역경영(D-9),"25"
중구,남,교수(E-1),"29"
중구,남,선원취업(E-10),"0"
중구,남,회화(E-2),"16"
중구,남,연구(E-3),"8"
중구,남,기술지도(E-4),"0"
중구,남,전문직업(E-5),"1"
중구,남,예술흥행(E-6),"2"
중구,남,특정활동(E-7),"288"
중구,남,비전문취업(E-9),"82"
중구,남,방문동거(F-1),"237"
중구,남,거주(F-2),"206"
중구,남,동반(F-3),"122"
중구,남,영주(F-5),"576"
중구,남,결혼이민(F-6),"119"
중구,남,기타(G-1),"143"
중구,남,관광취업(H-1),"4"
중구,남,방문취업(H-2),"792"
중구,남,기타,"367"
중구,여,문화예술(D-1),"0"
중구,여,구직(D-10),"73"
중구,여,유학(D-2),"981"
중구,여,기술연수(D-3),"0"
중구,여,일반연수(D-4),"519"
중구,여,취재(D-5),"1"
중구,여,종교(D-6),"17"
중구,여,주재(D-7),"28"
중구,여,기업투자(D-8),"49"
중구,여,무역경영(D-9),"20"
중구,여,교수(E-1),"6"
중구,여,선원취업(E-10),"0"
중구,여,회화(E-2),"17"
중구,여,연구(E-3),"1"
중구,여,기술지도(E-4),"1"
중구,여,전문직업(E-5),"0"
중구,여,예술흥행(E-6),"4"
중구,여,특정활동(E-7),"109"
중구,여,비전문취업(E-9),"39"
중구,여,방문동거(F-1),"312"
중구,여,거주(F-2),"229"
중구,여,동반(F-3),"242"
중구,여,영주(F-5),"582"
중구,여,결혼이민(F-6),"285"
중구,여,기타(G-1),"86"
중구,여,관광취업(H-1),"52"
중구,여,방문취업(H-2),"877"
중구,여,기타,"270"
중랑구,남,문화예술(D-1),"0"
중랑구,남,구직(D-10),"27"
중랑구,남,유학(D-2),"80"
중랑구,남,기술연수(D-3),"0"
중랑구,남,일반연수(D-4),"152"
중랑구,남,취재(D-5),"0"
중랑구,남,종교(D-6),"2"
중랑구,남,주재(D-7),"1"
중랑구,남,기업투자(D-8),"7"
중랑구,남,무역경영(D-9),"3"
중랑구,남,교수(E-1),"2"
중랑구,남,선원취업(E-10),"0"
중랑구,남,회화(E-2),"21"
중랑구,남,연구(E-3),"1"
중랑구,남,기술지도(E-4),"0"
중랑구,남,전문직업(E-5),"0"
중랑구,남,예술흥행(E-6),"0"
중랑구,남,특정활동(E-7),"25"
중랑구,남,비전문취업(E-9),"59"
중랑구,남,방문동거(F-1),"190"
중랑구,남,거주(F-2),"88"
중랑구,남,동반(F-3),"162"
중랑구,남,영주(F-5),"335"
중랑구,남,결혼이민(F-6),"135"
중랑구,남,기타(G-1),"29"
중랑구,남,관광취업(H-1),"1"
중랑구,남,방문취업(H-2),"479"
중랑구,남,기타,"1"
중랑구,여,문화예술(D-1),"0"
중랑구,여,구직(D-10),"41"
중랑구,여,유학(D-2),"180"
중랑구,여,기술연수(D-3),"0"
중랑구,여,일반연수(D-4),"180"
중랑구,여,취재(D-5),"0"
중랑구,여,종교(D-6),"1"
중랑구,여,주재(D-7),"0"
중랑구,여,기업투자(D-8),"2"
중랑구,여,무역경영(D-9),"5"
중랑구,여,교수(E-1),"0"
중랑구,여,선원취업(E-10),"0"
중랑구,여,회화(E-2),"24"
중랑구,여,연구(E-3),"1"
중랑구,여,기술지도(E-4),"0"
중랑구,여,전문직업(E-5),"0"
중랑구,여,예술흥행(E-6),"0"
중랑구,여,특정활동(E-7),"21"
중랑구,여,비전문취업(E-9),"30"
중랑구,여,방문동거(F-1),"298"
중랑구,여,거주(F-2),"129"
중랑구,여,동반(F-3),"114"
중랑구,여,영주(F-5),"531"
중랑구,여,결혼이민(F-6),"710"
중랑구,여,기타(G-1),"12"
중랑구,여,관광취업(H-1),"10"
중랑구,여,방문취업(H-2),"463"
중랑구,여,기타,"2"
